UTC,Open,High,Low,Close,Volume
01.09.2024 21:00:00.000 UTC,1.10462,1.10494,1.10462,1.1048,393.19
01.09.2024 22:00:00.000 UTC,1.10483,1.10496,1.1044,1.10458,2674.79
01.09.2024 23:00:00.000 UTC,1.10458,1.10471,1.10441,1.10446,5104.51
02.09.2024 00:00:00.000 UTC,1.10445,1.10556,1.10419,1.10534,5133.41
02.09.2024 01:00:00.000 UTC,1.10535,1.10556,1.10501,1.10514,6625.03
02.09.2024 02:00:00.000 UTC,1.10513,1.10536,1.10458,1.10514,7006.78
02.09.2024 03:00:00.000 UTC,1.10515,1.10554,1.10484,1.10484,3762.35
02.09.2024 04:00:00.000 UTC,1.10485,1.10485,1.10439,1.10484,3201.67
02.09.2024 05:00:00.000 UTC,1.10483,1.10563,1.10454,1.10551,4153.36
02.09.2024 06:00:00.000 UTC,1.10551,1.10702,1.10548,1.10657,7243.16
02.09.2024 07:00:00.000 UTC,1.10656,1.10686,1.10559,1.10666,15945.16
02.09.2024 08:00:00.000 UTC,1.10666,1.10773,1.1064,1.10674,14502.35
02.09.2024 09:00:00.000 UTC,1.10674,1.10727,1.10635,1.1069,10187.57
02.09.2024 10:00:00.000 UTC,1.1069,1.10705,1.10613,1.10663,10450.49
02.09.2024 11:00:00.000 UTC,1.10663,1.10688,1.10596,1.10596,9386.12
02.09.2024 12:00:00.000 UTC,1.10594,1.10714,1.10585,1.10679,7964.94
02.09.2024 13:00:00.000 UTC,1.1068,1.10718,1.10663,1.10678,7790.87
02.09.2024 14:00:00.000 UTC,1.10678,1.10715,1.106,1.1069,8088.96
02.09.2024 15:00:00.000 UTC,1.10688,1.10709,1.10637,1.10678,4145.13
02.09.2024 16:00:00.000 UTC,1.10678,1.10682,1.10623,1.10658,3080.54
02.09.2024 17:00:00.000 UTC,1.10658,1.10687,1.10658,1.10687,502.71
02.09.2024 18:00:00.000 UTC,1.10687,1.10714,1.10685,1.10709,647.45
02.09.2024 19:00:00.000 UTC,1.10708,1.10727,1.10707,1.10722,659.07
02.09.2024 20:00:00.000 UTC,1.10721,1.10725,1.1069,1.1069,375.33
02.09.2024 21:00:00.000 UTC,1.1069,1.10723,1.10613,1.10702,884.31
02.09.2024 22:00:00.000 UTC,1.10706,1.10727,1.10663,1.10663,884.87
02.09.2024 23:00:00.000 UTC,1.10664,1.10681,1.10645,1.1067,1068.11
03.09.2024 00:00:00.000 UTC,1.10671,1.10687,1.10589,1.10605,3375.45
03.09.2024 01:00:00.000 UTC,1.10605,1.10682,1.106,1.10668,3810.87
03.09.2024 02:00:00.000 UTC,1.10669,1.10702,1.10629,1.10636,3212.7
03.09.2024 03:00:00.000 UTC,1.10636,1.10636,1.10573,1.10579,3304.97
03.09.2024 04:00:00.000 UTC,1.10579,1.10587,1.10538,1.1054,4856.23
03.09.2024 05:00:00.000 UTC,1.10541,1.10599,1.10539,1.10596,4331.38
03.09.2024 06:00:00.000 UTC,1.10595,1.10614,1.1051,1.10614,7407.74
03.09.2024 07:00:00.000 UTC,1.10615,1.10676,1.10555,1.1056,8623.69
03.09.2024 08:00:00.000 UTC,1.10557,1.10596,1.10479,1.10485,9217.44
03.09.2024 09:00:00.000 UTC,1.10485,1.10505,1.10341,1.10399,9063.68
03.09.2024 10:00:00.000 UTC,1.10399,1.10417,1.1033,1.10357,10655.56
03.09.2024 11:00:00.000 UTC,1.10355,1.10429,1.10337,1.10363,14106.47
03.09.2024 12:00:00.000 UTC,1.10362,1.10525,1.10335,1.10478,22945.1
03.09.2024 13:00:00.000 UTC,1.1048,1.10634,1.1048,1.10612,34747.63
03.09.2024 14:00:00.000 UTC,1.10614,1.1069,1.1037,1.10421,47278.08
03.09.2024 15:00:00.000 UTC,1.10422,1.10444,1.1036,1.10422,17753.53
03.09.2024 16:00:00.000 UTC,1.10424,1.1047,1.1038,1.10392,11713.93
03.09.2024 17:00:00.000 UTC,1.10391,1.10399,1.10263,1.10279,8989.14
03.09.2024 18:00:00.000 UTC,1.10278,1.10391,1.10265,1.1038,10769.49
03.09.2024 19:00:00.000 UTC,1.10381,1.10421,1.10374,1.10418,7585.99
03.09.2024 20:00:00.000 UTC,1.10418,1.10442,1.10395,1.10431,2580.75
03.09.2024 21:00:00.000 UTC,1.1043,1.1045,1.10363,1.10446,2838.76
03.09.2024 22:00:00.000 UTC,1.10446,1.10468,1.1039,1.10456,2337.89
03.09.2024 23:00:00.000 UTC,1.10456,1.10503,1.1045,1.10485,3114.06
04.09.2024 00:00:00.000 UTC,1.10485,1.10512,1.10464,1.10481,8775.94
04.09.2024 01:00:00.000 UTC,1.10481,1.10561,1.10474,1.1053,6854.82
04.09.2024 02:00:00.000 UTC,1.10531,1.10562,1.10494,1.10525,5653
04.09.2024 03:00:00.000 UTC,1.10524,1.10552,1.10501,1.1054,4923.48
04.09.2024 04:00:00.000 UTC,1.10538,1.1057,1.10535,1.10562,3812.95
04.09.2024 05:00:00.000 UTC,1.10562,1.10598,1.10546,1.10578,4479.5
04.09.2024 06:00:00.000 UTC,1.10577,1.10579,1.10473,1.10532,11133.04
04.09.2024 07:00:00.000 UTC,1.10534,1.10628,1.10468,1.10559,16100.77
04.09.2024 08:00:00.000 UTC,1.10556,1.10588,1.10496,1.10516,10997.59
04.09.2024 09:00:00.000 UTC,1.10518,1.10585,1.10502,1.10531,7507.86
04.09.2024 10:00:00.000 UTC,1.10531,1.10557,1.105,1.1053,7582.11
04.09.2024 11:00:00.000 UTC,1.1053,1.10538,1.10427,1.10503,10973.94
04.09.2024 12:00:00.000 UTC,1.10503,1.10526,1.104,1.10524,14029.08
04.09.2024 13:00:00.000 UTC,1.10523,1.10591,1.10498,1.10578,15420.41
04.09.2024 14:00:00.000 UTC,1.10574,1.10951,1.10569,1.10898,35087.64
04.09.2024 15:00:00.000 UTC,1.10897,1.10917,1.10765,1.10809,14480.38
04.09.2024 16:00:00.000 UTC,1.10809,1.10865,1.10758,1.10845,8661.38
04.09.2024 17:00:00.000 UTC,1.10844,1.10861,1.10658,1.10662,6539.93
04.09.2024 18:00:00.000 UTC,1.10661,1.10767,1.10653,1.1076,6340.79
04.09.2024 19:00:00.000 UTC,1.1076,1.10825,1.1075,1.10781,4597.34
04.09.2024 20:00:00.000 UTC,1.10782,1.10836,1.10755,1.10818,2738.89
04.09.2024 21:00:00.000 UTC,1.10817,1.10836,1.10795,1.10823,1133.91
04.09.2024 22:00:00.000 UTC,1.10826,1.10863,1.10822,1.10848,1531.73
04.09.2024 23:00:00.000 UTC,1.1085,1.10853,1.1079,1.10801,4404.25
05.09.2024 00:00:00.000 UTC,1.108,1.10818,1.10756,1.1079,6675.71
05.09.2024 01:00:00.000 UTC,1.10791,1.10854,1.10775,1.10788,6989.98
05.09.2024 02:00:00.000 UTC,1.10787,1.10833,1.10783,1.10797,3703.74
05.09.2024 03:00:00.000 UTC,1.10796,1.10797,1.10761,1.10769,3521.18
05.09.2024 04:00:00.000 UTC,1.10769,1.10778,1.10746,1.10769,4144.4
05.09.2024 05:00:00.000 UTC,1.10767,1.10806,1.10766,1.10802,4996.85
05.09.2024 06:00:00.000 UTC,1.10802,1.10881,1.10796,1.10837,9072.12
05.09.2024 07:00:00.000 UTC,1.10837,1.10903,1.10798,1.10871,10799.21
05.09.2024 08:00:00.000 UTC,1.1087,1.11002,1.1084,1.10988,12134.7
05.09.2024 09:00:00.000 UTC,1.10989,1.11004,1.10926,1.10946,14187.85
05.09.2024 10:00:00.000 UTC,1.10945,1.10996,1.10921,1.10989,6995.74
05.09.2024 11:00:00.000 UTC,1.10988,1.11082,1.1093,1.1095,11002.79
05.09.2024 12:00:00.000 UTC,1.10952,1.11197,1.10871,1.10922,31004.44
05.09.2024 13:00:00.000 UTC,1.10923,1.11083,1.10905,1.11052,23980.04
05.09.2024 14:00:00.000 UTC,1.11047,1.11048,1.10762,1.10795,28959.73
05.09.2024 15:00:00.000 UTC,1.10796,1.10957,1.10781,1.10952,15458.62
05.09.2024 16:00:00.000 UTC,1.10952,1.11054,1.10952,1.11009,10267.88
05.09.2024 17:00:00.000 UTC,1.1101,1.11073,1.10994,1.11067,8808.7
05.09.2024 18:00:00.000 UTC,1.11068,1.11132,1.11025,1.11041,6350.29
05.09.2024 19:00:00.000 UTC,1.1104,1.11077,1.11027,1.11036,7730.39
05.09.2024 20:00:00.000 UTC,1.11038,1.11112,1.11038,1.11102,3061.09
05.09.2024 21:00:00.000 UTC,1.111,1.11115,1.11062,1.11086,833.73
05.09.2024 22:00:00.000 UTC,1.11081,1.11109,1.1108,1.11095,2162.23
05.09.2024 23:00:00.000 UTC,1.11096,1.11123,1.11085,1.1111,2838.83
06.09.2024 00:00:00.000 UTC,1.11111,1.11145,1.11096,1.11133,6751.4
06.09.2024 01:00:00.000 UTC,1.11133,1.11139,1.11098,1.11106,5987.29
06.09.2024 02:00:00.000 UTC,1.11107,1.11126,1.11092,1.11111,6078.97
06.09.2024 03:00:00.000 UTC,1.11111,1.11161,1.11109,1.11151,4956.32
06.09.2024 04:00:00.000 UTC,1.11151,1.11175,1.11137,1.11158,3646.44
06.09.2024 05:00:00.000 UTC,1.11158,1.11187,1.11139,1.11169,6446.19
06.09.2024 06:00:00.000 UTC,1.11169,1.11208,1.11141,1.11206,7639.74
06.09.2024 07:00:00.000 UTC,1.11205,1.11206,1.11108,1.11158,9588.48
06.09.2024 08:00:00.000 UTC,1.11157,1.11207,1.11129,1.11173,9461.04
06.09.2024 09:00:00.000 UTC,1.11171,1.11171,1.11073,1.11134,9619.5
