UTC,Open,High,Low,Close,Volume
01.02.2026 22:00:00.000 UTC,1.18492,1.1853,1.1845,1.18487,3202
01.02.2026 23:00:00.000 UTC,1.18487,1.18569,1.18395,1.18461,7193.42
02.02.2026 00:00:00.000 UTC,1.18464,1.18747,1.18463,1.18667,8808.06
02.02.2026 01:00:00.000 UTC,1.18666,1.18725,1.18527,1.18706,10237.28
02.02.2026 02:00:00.000 UTC,1.18707,1.18747,1.18629,1.18631,6834.5
02.02.2026 03:00:00.000 UTC,1.1863,1.18718,1.18629,1.18641,5021.96
02.02.2026 04:00:00.000 UTC,1.18641,1.18725,1.1858,1.18631,4700.97
02.02.2026 05:00:00.000 UTC,1.1863,1.18638,1.18409,1.18506,6588.28
02.02.2026 06:00:00.000 UTC,1.18507,1.18544,1.18432,1.18537,9728.71
02.02.2026 07:00:00.000 UTC,1.18536,1.18633,1.18516,1.18532,8223.05
02.02.2026 08:00:00.000 UTC,1.18533,1.18665,1.18435,1.18507,10269.9
02.02.2026 09:00:00.000 UTC,1.18507,1.1865,1.18446,1.18623,8280.47
02.02.2026 10:00:00.000 UTC,1.18621,1.18701,1.18586,1.18646,6884.51
02.02.2026 11:00:00.000 UTC,1.18647,1.18712,1.18605,1.18646,5723.1
02.02.2026 12:00:00.000 UTC,1.18645,1.18698,1.1843,1.18498,7037.28
02.02.2026 13:00:00.000 UTC,1.18461,1.18501,1.18178,1.18208,12189.3
02.02.2026 14:00:00.000 UTC,1.18206,1.18298,1.18053,1.18211,13104.71
02.02.2026 15:00:00.000 UTC,1.18212,1.18212,1.17902,1.17923,17963.75
02.02.2026 16:00:00.000 UTC,1.17922,1.18077,1.17903,1.18062,11320.3
02.02.2026 17:00:00.000 UTC,1.18064,1.18124,1.17948,1.17999,8783.59
02.02.2026 18:00:00.000 UTC,1.18003,1.1801,1.17776,1.17797,8441.38
02.02.2026 19:00:00.000 UTC,1.17796,1.17914,1.17758,1.17886,7719.84
02.02.2026 20:00:00.000 UTC,1.17888,1.17922,1.17802,1.17912,4763.45
02.02.2026 21:00:00.000 UTC,1.17914,1.17945,1.17883,1.17904,2382.76
02.02.2026 22:00:00.000 UTC,1.17903,1.17921,1.1785,1.17882,2777.99
02.02.2026 23:00:00.000 UTC,1.17883,1.17989,1.17869,1.17987,1307.27
03.02.2026 00:00:00.000 UTC,1.17986,1.18069,1.17979,1.18063,3140.13
03.02.2026 01:00:00.000 UTC,1.18064,1.18149,1.18015,1.18139,3843.96
03.02.2026 02:00:00.000 UTC,1.18139,1.18143,1.18007,1.18013,2293.38
03.02.2026 03:00:00.000 UTC,1.18011,1.18126,1.18008,1.18093,3675.91
03.02.2026 04:00:00.000 UTC,1.18092,1.18165,1.18088,1.18092,2229.56
03.02.2026 05:00:00.000 UTC,1.18093,1.18131,1.18048,1.18088,1869.35
03.02.2026 06:00:00.000 UTC,1.18089,1.18162,1.18076,1.18137,3263.09
03.02.2026 07:00:00.000 UTC,1.18137,1.18243,1.18098,1.18149,7064.42
03.02.2026 08:00:00.000 UTC,1.1815,1.18193,1.18036,1.18126,7441.87
03.02.2026 09:00:00.000 UTC,1.18129,1.1816,1.17919,1.1792,8163.78
03.02.2026 10:00:00.000 UTC,1.17925,1.17998,1.17866,1.1787,4029.56
03.02.2026 11:00:00.000 UTC,1.17871,1.17946,1.17825,1.17871,4367.72
03.02.2026 12:00:00.000 UTC,1.17872,1.17999,1.17866,1.17965,4443.04
03.02.2026 13:00:00.000 UTC,1.17965,1.18066,1.17926,1.17964,7350.52
03.02.2026 14:00:00.000 UTC,1.1796,1.18011,1.178,1.17909,10943.2
03.02.2026 15:00:00.000 UTC,1.17908,1.18135,1.17861,1.18129,10638.53
03.02.2026 16:00:00.000 UTC,1.18131,1.18212,1.18101,1.18177,8858.32
03.02.2026 17:00:00.000 UTC,1.18176,1.18288,1.18136,1.18162,8237.4
03.02.2026 18:00:00.000 UTC,1.18162,1.18222,1.18088,1.18088,7191.24
03.02.2026 19:00:00.000 UTC,1.18089,1.18171,1.18058,1.18133,5457.21
03.02.2026 20:00:00.000 UTC,1.18135,1.18216,1.18094,1.1821,3441.19
03.02.2026 21:00:00.000 UTC,1.1821,1.18253,1.18166,1.18167,1999.55
03.02.2026 22:00:00.000 UTC,1.18162,1.18199,1.18123,1.18164,2577.8
03.02.2026 23:00:00.000 UTC,1.18164,1.18203,1.1812,1.18155,948.62
04.02.2026 00:00:00.000 UTC,1.18155,1.18173,1.18086,1.18141,2613.98
04.02.2026 01:00:00.000 UTC,1.18139,1.18317,1.18122,1.18258,4571.4
04.02.2026 02:00:00.000 UTC,1.18259,1.18314,1.18188,1.18221,3201.84
04.02.2026 03:00:00.000 UTC,1.18221,1.1828,1.18207,1.18268,2477.02
04.02.2026 04:00:00.000 UTC,1.18268,1.18356,1.18252,1.18354,1891.91
04.02.2026 05:00:00.000 UTC,1.18354,1.1836,1.18305,1.18328,1669.51
04.02.2026 06:00:00.000 UTC,1.18327,1.18361,1.18288,1.18295,2957.48
04.02.2026 07:00:00.000 UTC,1.18296,1.18338,1.18241,1.1832,4626.33
04.02.2026 08:00:00.000 UTC,1.18317,1.18379,1.18236,1.18283,6843.71
04.02.2026 09:00:00.000 UTC,1.18286,1.18326,1.1811,1.18136,5271.57
04.02.2026 10:00:00.000 UTC,1.18138,1.18178,1.18046,1.18135,4618.46
04.02.2026 11:00:00.000 UTC,1.18133,1.18152,1.18059,1.18103,4952.23
04.02.2026 12:00:00.000 UTC,1.18102,1.18248,1.18094,1.18215,4299.64
04.02.2026 13:00:00.000 UTC,1.18207,1.18268,1.18113,1.18223,8147.89
04.02.2026 14:00:00.000 UTC,1.18225,1.18255,1.18023,1.18146,11153.07
04.02.2026 15:00:00.000 UTC,1.18147,1.18221,1.17933,1.17961,12761.22
